id,imageUrl,kcalories,class,llm_food_name,llm_image_class,llm_calories,llm_protein,llm_fat,llm_carbs,llm_weight,llm_confidence,llm_calorie_basis,llm_text_readability,llm_portion_difficulty,llm_error_risk,llm_is_single_item,llm_is_mixed_dish,llm_error
"1190","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770152895266.jpg","518","nutrition_label","шоколадный батончик","nutrition_label","518.4","3.3","28.7","46.4","45","high","nutrition_table","medium","low","low","true","false",""
"1191","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770153193552.jpg","290","label","Мороженое Колибр Этти Смайы","nutrition_label","290","5","14","37","100","high","nutrition_table","high","medium","low","true","false",""
"1192","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770206172247.jpg","423","nutrition_label","Десерт ""ВОЗДУШНЫЙ"" с фундуком","nutrition_label","422.5","6.2","22.9","47.9","100","high","nutrition_table","high","low","low","true","true",""
"1194","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770206842046.jpg","290","nutrition_label","Ватрушка с творогом","nutrition_label","290","8","8.5","46","100","high","nutrition_table","high","low","low","true","false",""
"1195","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770216243769.jpg","337","nutrition_label","Сосиски в тесте","nutrition_label","336.9","8.2","23.7","22.5","180","high","nutrition_table","high","low","low","true","false",""
"1196","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770217699506.jpg","365","nutrition_label","Пирожное 'Шмель Медовый' Картошка Медовая","nutrition_label","365","6","17","47","76","high","nutrition_table","medium","low","low","true","false",""
"1198","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770218645671.jpg","480","nutrition_label","Жевательные конфеты в шоколаде со вкусом арбуза","nutrition_label","480","4","20","70","75","high","nutrition_table","high","low","low","true","false",""
"1201","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770231126177.jpg","169","label","Запеканка с тыквой","product","168.7","10.8","6.7","16.3","200","high","package_text","high","low","low","true","false",""
"1202","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770232406425.jpg","472","nutrition_label","Кукурузные снеки со вкусом лосось","nutrition_label","472","6.3","22","60.2","","high","nutrition_table","high","medium","low","true","false",""
"1209","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770246235754.jpg","470","label","Хрустящие ""Мягкие сухарики""","label","","","","","","low","package_text","low","medium","medium","true","false",""
"1210","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770246317000.jpg","326","nutrition_label","Творожный сырок в шоколаде","nutrition_label","326.3","8.4","19.1","30.2","","high","nutrition_table","high","medium","low","true","false",""
"1211","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770246383083.jpg","314","nutrition_label","мороженое «Эйфория Маскарпоне-Голубика»","nutrition_label","314","","17.5","34","65","high","nutrition_table","high","low","low","true","false",""
"1212","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770246447067.jpg","385","label","Круассан сэндвич курицей с соусом Песто","product","384.5","11.4","25.1","21.5","140","high","package_text","high","low","low","true","true",""
"1216","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770306817161.jpg","307","nutrition_label","Мороженое","nutrition_label","307.4","2.6","17","36","40","high","nutrition_table","high","low","low","true","false",""
"1214","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770306587563.jpg","363","nutrition_label","Десерт с лесными ягодами","nutrition_label","363","3.2","17.1","49","250","high","nutrition_table","high","low","low","true","false",""
"1217","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770315454747.jpg","291","nutrition_label","Скандинавская булочка с корицей","nutrition_label","291.4","5.5","13","38.1","120","high","nutrition_table","high","low","low","true","false",""
"1219","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770315826796.jpg","251","nutrition_label","Бао с крабовыми палочками и имбирно-кунжутным соусом","nutrition_label","250.7","6.8","12.7","27.3","135","high","nutrition_table","high","low","low","true","true",""
"1220","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770317106526.jpg","510","label","Карамельный батончик KDV Arache","nutrition_label","510","11","29","51","","high","nutrition_table","high","low","low","true","false",""
"1223","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770324512774.jpg","420","nutrition_label","Изделия хлебобулочные вафли с суфле со вкусом черники","nutrition_label","420","5","20","56","","high","nutrition_table","high","low","low","true","false",""
"1224","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770380945680.jpg","228","label","Чиабатта с курицей, грибами и моцареллой","label","410","","","","180","high","package_text","high","low","low","true","true",""
"1227","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770389713092.jpg","204","label","ролл буррито с фасолью","product","203.5","4.9","9.5","24.6","175","high","package_text","high","low","low","true","false",""
"1229","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770391238091.jpg","350","nutrition_label","мороженое эскимо","nutrition_label","350","4.5","24","30","","high","nutrition_table","high","low","low","true","false",""
"1230","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770391295720.jpg","320","nutrition_label","Круассан с соленой карамелью","nutrition_label","320","4","17","38","100","high","nutrition_table","high","low","low","true","false",""
"1232","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770408279455.jpg","230","nutrition_label","Пирожное бисквитное","nutrition_label","230","6.5","11","29","30","high","nutrition_table","high","low","low","true","false",""
"1233","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770408611450.jpg","443","nutrition_label","Пирожное","nutrition_label","442.5","6.5","24.5","49","38","high","nutrition_table","high","medium","low","true","false",""
"1234","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770411716074.jpg","490","label","Козинак кунжутный","product","490","11.5","29","45","","high","package_text","medium","medium","low","true","false",""
"1235","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770411932841.jpg","540","nutrition_label","Козинак арахисовый","nutrition_label","540","17","34","42","","high","nutrition_table","medium","medium","low","true","false",""
"1236","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770412158727.jpg","440","label","Пирожное Крошковое «Картошка»","product","440","6","28","39","","high","package_text","high","medium","low","true","false",""
"1237","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770412699439.jpg","390","label","Хрустящие сухарики с хреном","nutrition_label","390","11","10","64","33","high","nutrition_table","high","low","low","true","false",""
"1247","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770472656401.jpg","370","nutrition_label","Хлебобулочные жареные донаты","nutrition_label","370","5","20","41","","high","nutrition_table","high","medium","low","true","false",""
"1242","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770416442681.jpg","350","nutrition_label","Мороженое Ярче","nutrition_label","350","5","24","28","70","high","nutrition_table","high","low","low","true","false",""
"1241","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770415290523.jpg","370","nutrition_label","Мороженое с молочным шоколадом, крошкой и арахисом","nutrition_label","370","5","25","32","70","high","nutrition_table","medium","low","low","true","false",""
"1248","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770472981728.jpg","374","nutrition_label","Рулет с арахисом","nutrition_label","374","7.5","21.8","36.9","140","high","nutrition_table","high","low","low","true","false",""
"1253","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770488543992.jpg","187","nutrition_label","Блины с семгой","nutrition_label","186.9","11.4","8.9","15.3","150","high","nutrition_table","high","medium","low","true","true",""
"1254","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770488859362.jpg","440","nutrition_label","Пирожное песочное ""Альпийские Склоны""","nutrition_label","440","7","17","64","80","high","nutrition_table","high","medium","low","true","false",""
"1259","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770556368170.jpg","248","nutrition_label","Блины с ветчиной и сыром","nutrition_label","248","6","22","14","200","high","nutrition_table","high","low","low","true","true",""
"1264","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770568319318.jpg","356","label","Сырок глазированный ванильный","product","356","9","20.5","33.9","40","high","package_text","high","low","low","true","false",""
"1266","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770568482108.jpg","560","label","Вафельная трубочка с варёной сгущёнкой","product","560","","39.5","44.8","60","high","package_text","high","low","low","true","false",""
"1267","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770569033706.jpg","237","label","Сэндвич-ролл с салатом ""Цезарь"" (черный)","label","236.8","10","8","30.6","0.118","high","package_text","high","low","low","true","false",""
"1268","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770569543948.jpg","240","nutrition_label","Мороженое пломбир шоколад","nutrition_label","240","3.7","14.7","22.5","100","high","nutrition_table","high","low","low","true","false",""
"1270","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770574332294.jpg","344","label","Мороженое молочное эскимо SNICKERS с карамелью и арахисом, в глазури","label","344","5.6","21.1","31.7","65","high","package_text","high","low","low","true","false",""
"1285","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770658906171.jpg","556","nutrition_label","молочный шоколад с цельным миндалем","nutrition_label","556","9.5","35","48","","high","nutrition_table","high","low","low","true","false",""
"1281","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770657411779.jpg","277","label","Суши-сэндвич с крабовыми палочками и соусом «Спайси»","nutrition_label","277","4.5","20.6","18.4","210","high","nutrition_table","high","low","low","true","true",""
"1282","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770657917939.jpg","506","nutrition_label","Шоколад","nutrition_label","506","5.2","25","64","","high","nutrition_table","high","medium","low","true","false",""
"1283","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770658229502.jpg","370","nutrition_label","Десерт глазированный «Капсы» со вкусом арахисовая паста","nutrition_label","370","18","28","15","70","high","nutrition_table","high","low","low","true","false",""
"1284","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770658439571.jpg","143","nutrition_label","Хлебцы хрустящие гречневые","nutrition_label","143","6.5","9","15","40","high","nutrition_table","medium","low","low","true","false",""
"1289","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770683698808.jpg","309","nutrition_label","Рогалик с яблоком и корицей","nutrition_label","309","5.8","8.9","50.6","75","high","nutrition_table","high","medium","low","true","false",""
"1292","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770720053747.jpg","238","label","Творожный сыр Hochland сливочный","product","238","6.1","22.2","3.5","100","high","package_text","high","low","low","true","false",""
"1293","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770720192436.jpg","136","nutrition_label","Форель радужная малосоленая ломтики","nutrition_label","136.2","14.7","8.6","","150","high","nutrition_table","high","low","low","true","false",""
"1302","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770755072143.jpg","258","nutrition_label","Йогуртовый десерт с медовыми коржами и вишней","nutrition_label","258","3","14","30","","high","nutrition_table","high","medium","low","true","false",""
"1303","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770755816116.jpg","198","nutrition_label","Конвертики с крем-чиз и вишней","nutrition_label","198.1","4.4","10.9","20.6","140","high","nutrition_table","high","medium","low","true","false",""
"1305","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770761825667.jpg","386","nutrition_label","Мармелад клубничный","nutrition_label","385.5","0.5","3","92.1","","high","nutrition_table","high","low","low","true","false",""
"1308","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770815778948.jpg","76","nutrition_label","биойогурт малина и гранола","nutrition_label","197.6","7.54","5.2","29.9","260","high","nutrition_table","high","low","low","true","false",""
"1340","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770981958455.jpg","115","nutrition_label","Белковый батончик","nutrition_label","480","6.8","6.6","2.5","45","high","nutrition_table","high","low","low","true","false",""
"1313","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770817147513.jpg","552","nutrition_label","Шоколад с карамелью и печеньем","nutrition_label","551.8","6.2","35","53","100","high","nutrition_table","high","low","low","true","false",""
"1314","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770837020927.jpg","350","nutrition_label","Эскимо пломбир в шоколадной глазури Мишка","nutrition_label","230","2.3","17","15.7","","high","nutrition_table","high","medium","low","true","false",""
"1315","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770839413993.jpg","140","label","Консервы рыбные стерилизованные горбуша натуральная (куски)","product","140","","","","100","high","package_text","high","medium","low","true","false",""
"1317","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770844972656.jpg","479","nutrition_label","Шоколад тёмный с марципановой начинкой","nutrition_label","479","70","27","52","100","high","nutrition_table","high","low","low","true","false",""
"1332","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770925233781.jpg","400","label","Улитка с миндалем","product","400","5.9","23.4","41.6","90","high","package_text","high","low","low","true","false",""
"1333","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770925377709.jpg","390","label","Бон Синамон","product","390","5","14","60","115","high","package_text","high","low","low","true","false",""
"1334","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770927477909.jpg","202","nutrition_label","мороженое Snickers","nutrition_label","202","","9.2","16.8","69","high","nutrition_table","medium","low","low","true","false",""
"1335","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770929446265.jpg","280","nutrition_label","Мороженое пломбир шоколадный с крошкой","nutrition_label","280","5","16","29","","high","nutrition_table","high","low","low","true","false",""
"1337","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770938198439.jpg","105","nutrition_label","Шоколадный батончик Goodmix","nutrition_label","105","1.2","5.6","12","20","high","nutrition_table","high","low","low","true","false",""
"1342","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771008449980.jpg","352","nutrition_label","Конфеты мармеладные с начинкой манго","nutrition_label","352","","","","55","high","nutrition_table","high","medium","low","true","false",""
"1360","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771177936373.jpg","432","nutrition_label","Острые снеки","nutrition_label","432","5.6","25.9","44.2","76","high","nutrition_table","high","low","low","true","false",""
"1364","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771181786865.jpg","305","nutrition_label","Омлет с курицей и сыром","nutrition_label","304.5","15","22.5","10.5","150","high","nutrition_table","high","low","low","true","true",""
"1365","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771182187010.jpg","420","label","Швейцарский рулет Ковис","product","420","5.5","17","60","","high","package_text","medium","low","low","true","false",""
"1367","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771183973668.jpg","255","nutrition_label","Сэндвич с беконом и скрэмблом на хлебе с отрубями","nutrition_label","255.4","9.6","","28.6","200","high","nutrition_table","high","medium","low","true","true",""
"1378","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771288041976.jpg","332","nutrition_label","Жевательная резинка","nutrition_label","332","0","0","83","90","high","nutrition_table","high","low","low","true","false",""
"1399","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771415037179.jpg","261","nutrition_label","Ромовая баба","nutrition_label","261.3","2.2","8.5","44","","high","nutrition_table","high","medium","low","true","false",""
"1403","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771435056816.jpg","110","nutrition_label","Творожок с вишней и бананом","nutrition_label","110","6.8","3.6","12.7","","high","nutrition_table","high","low","low","true","true",""
"1404","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771435066620.jpg","111","label","Творожок с ананасом и бананом","label","111","6.8","3.6","12.9","","high","package_text","high","medium","low","true","false",""
"1405","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771435080999.jpg","111","label","Творожок с ананасом и бананом","product","111","6.8","3.6","12.9","","high","package_text","high","low","low","true","false",""
"1406","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771435094717.jpg","87","nutrition_label","Греческий йогурт с печеным яблоком и карамелью","nutrition_label","87","7","1.7","11","","high","nutrition_table","high","low","low","true","false",""
"1408","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771439832494.jpg","429","label","Пирожное «Морковка»","label","","","","","","medium","package_text","high","medium","low","true","false",""
"1409","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771440019723.jpg","374","nutrition_label","Глазированный сырок с персиком и страчателлой","nutrition_label","374.4","7","23.6","33.5","50","high","nutrition_table","high","low","low","true","false",""
"1410","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771443886708.jpg","324","nutrition_label","Зефир жевательный с начинкой «Яблоко»","nutrition_label","324","4","0","77","55","high","nutrition_table","high","medium","low","true","false",""
"1413","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771448234775.jpg","74","nutrition_label","Суп Том Ям Вегетарианский","nutrition_label","74.3","1.4","4.3","7.5","270","high","nutrition_table","high","low","low","true","true",""
"1424","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771531970106.jpg","524","nutrition_label","Шоколад Milka","nutrition_label","524","4.3","30","59","","high","nutrition_table","high","low","low","true","false",""
"1414","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771448789461.jpg","420","label","Пирожное «ОРЕХОВОЕ»","nutrition_label","420","10","11","69","","high","nutrition_table","high","medium","low","false","true",""
"1416","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771450313144.jpg","535","nutrition_label","снеки","nutrition_label","535","6.5","32","53","100","high","nutrition_table","high","low","low","true","false",""
"1421","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771509466077.jpg","77","nutrition_label","Йогурт","nutrition_label","77","2.8","2","12","120","high","nutrition_table","high","low","low","true","false",""
"1422","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771509660613.jpg","477","label","Сырники с курагой жареные","product","477","","","","220","high","package_text","high","low","low","false","true",""
"1427","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771533415642.jpg","300","nutrition_label","Пирожное бисквитное","nutrition_label","300","3.3","11","30","","high","nutrition_table","high","medium","low","true","false",""
"1439","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771618878490.jpg","540","nutrition_label","соус","nutrition_label","540","6","32","54","100","high","nutrition_table","high","medium","low","true","false",""
"1436","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771603061318.jpg","360","nutrition_label","Рис Краснодарский","nutrition_label","360","6.5","0.5","83","","high","nutrition_table","high","medium","low","true","false",""
"1433","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771601636125.jpg","237","nutrition_label","Котлеты из цыпленка-бройлера с ветчиной","nutrition_label","237.3","26.4","12.9","3.9","0.38","high","nutrition_table","high","low","low","true","false",""
"1445","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771669407570.jpg","293","nutrition_label","Пирожные заварные «Кольца «Фили-Бейкер»","nutrition_label","293","8.2","13.6","34.3","300","high","nutrition_table","high","medium","low","false","false",""
"1457","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1771687363710.jpg","192","nutrition_label","Сэндвич-ролл в тортилье с омлетом, курицей и соусом «Ранч»","nutrition_label","404","20.37","22.26","30.45","210","high","nutrition_table","high","low","low","true","true",""
"1458","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772037212958.jpg","1","non_edible","","","","","","","","","","","","","","",""
"1467","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772052767095.jpg","505","nutrition_label","Печенье ""Piezza mini pizza"" со вкусом ""Грибов Трюфель""","nutrition_label","505","4.8","28.5","57","21","high","nutrition_table","high","low","low","true","false",""
"1468","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772099335504.jpg","105","product","Тыквенная запеканка с маком","product","","","","","","low","visual_estimate","medium","medium","high","false","true",""
"1469","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772100440820.jpg","60","label","Молоко Домик в деревне 3,2%","product","58","2.9","3.2","4.7","2000","high","package_text","high","low","low","true","false",""
"1471","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772100627609.jpg","85","product","Овсяная каша","product","","","","","","low","visual_estimate","none","medium","medium","true","true",""
"1477","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772116229666.jpg","310","product","Гречневая каша","product","140","5","1","29","200","medium","visual_estimate","none","medium","medium","true","false",""
"1470","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772100483470.jpg","105","product","запеканка","product","","","","","","low","visual_estimate","none","medium","medium","false","true",""
"1479","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772118537505.jpg","77","label","Биойогурт персик-маракуйя","product","","","","","","medium","package_text","high","low","low","true","false",""
